timestamp_ms,lap,lap_time_ms,normalized_pos,speed_kmh,throttle,brake,steer,gear,rpms,g_lat,g_lon,wheel_slip_fl,wheel_slip_fr,wheel_slip_rl,wheel_slip_rr,tyres_out,penalty_time,car_x,car_y,car_z
42495,4,67965,0.3464,57.69,1.0,0.0,0.8049,3,3965,-0.6529,0.1072,4.9456,5.0513,1.6555,1.8103,4,0.0,-114.23,5.39,-400.45
42536,4,68004,0.3466,57.7,1.0,0.0,0.6915,3,3933,-0.6533,0.0338,4.4768,4.496,1.6498,1.7594,4,0.0,-113.75,5.39,-400.85
42576,4,68049,0.3469,57.65,1.0,0.0,0.5862,3,4012,-0.7043,0.0001,3.8917,3.8664,1.6715,1.7502,4,0.0,-113.19,5.38,-401.3
42617,4,68088,0.3472,57.6,1.0,0.0,0.4728,3,3997,-0.776,0.0079,3.2296,3.1676,1.6906,1.7583,4,0.0,-112.69,5.38,-401.68
42657,4,68127,0.3474,57.58,1.0,0.0,0.3675,3,4042,-0.8106,0.0481,2.6484,2.5609,1.7262,1.8431,4,0.0,-112.19,5.37,-402.05
42698,4,68166,0.3476,57.61,1.0,0.0,0.2541,3,3989,-0.8358,0.096,2.0697,1.9636,1.7194,1.7983,4,0.0,-111.68,5.37,-402.41
42738,4,68211,0.3479,57.69,1.0,0.0,0.1488,3,3997,-0.8885,0.0978,1.528,1.4091,1.702,1.7651,4,0.0,-111.09,5.36,-402.82
42778,4,68250,0.3482,57.76,1.0,0.0,0.0435,3,4015,-0.9257,0.1123,0.9857,0.8578,1.6673,1.7414,4,0.0,-110.56,5.36,-403.16
42819,4,68289,0.3484,57.92,1.0,0.0,0.0001,3,4024,-0.8515,0.2512,0.6462,0.5148,1.6714,1.8319,4,0.0,-110.03,5.36,-403.48
42860,4,68334,0.3487,58.16,1.0,0.0,0.0,3,4008,-0.8454,0.2113,0.6427,0.5175,1.5416,1.6029,4,0.0,-109.4,5.36,-403.85
42901,4,68373,0.3489,58.42,1.0,0.0,0.0,3,4048,-0.8067,0.227,0.6435,0.5202,1.465,1.5307,4,0.0,-108.85,5.37,-404.16
42942,4,68412,0.3491,58.67,1.0,0.0,0.0,3,4103,-0.6465,0.2627,0.6067,0.0,1.357,1.4131,4,0.0,-108.29,5.37,-404.46
42983,4,68454,0.3494,58.92,1.0,0.0,0.0,3,4078,-0.6341,-0.0064,0.6883,0.0356,1.2433,1.2595,3,0.0,-107.68,5.38,-404.77
43024,4,68493,0.3497,59.14,1.0,0.0,-0.0551,3,4186,-0.4354,0.0556,0.0,0.0,0.9255,0.0,3,0.0,-107.11,5.39,-405.05
43066,4,68538,0.3499,59.44,1.0,0.0,-0.1685,3,4588,-0.3,0.2224,0.0,0.0,1.1167,0.0,3,0.0,-106.44,5.39,-405.37
43107,4,68577,0.3502,59.74,1.0,0.0,-0.2819,3,4827,-0.0097,0.1127,0.459,0.5791,1.2991,0.0,3,0.0,-105.85,5.39,-405.65
43148,4,68616,0.3504,59.7,1.0,0.0,-0.2761,3,4863,-0.1939,-0.1781,0.0,0.0,1.3852,3.9671,3,0.0,-105.27,5.39,-405.92
43188,4,68661,0.3507,60.52,1.0,0.0,-0.1627,3,4120,-0.1535,0.8136,0.0,0.0,2.6762,0.1056,2,0.0,-104.59,5.4,-406.24
43229,4,68700,0.351,60.74,1.0,0.0,-0.0493,3,4287,-0.0993,0.1168,0.0284,0.0,0.8595,0.0,2,0.0,-103.99,5.4,-406.51
43270,4,68739,0.3512,60.76,1.0,0.0,-0.0002,3,4524,-0.0191,0.1367,0.0,0.0,1.0222,0.0,2,0.0,-103.39,5.42,-406.79
43311,4,68784,0.3515,60.97,1.0,0.0,-0.0,3,4697,-0.0498,0.1573,0.0,0.0,1.1227,0.0,2,0.0,-102.7,5.42,-407.1
43352,4,68820,0.3518,61.06,1.0,0.0,-0.0,3,4918,-0.2063,-0.093,0.0,0.0,1.1604,0.0,2,0.0,-102.14,5.41,-407.35
43392,4,68862,0.352,60.87,1.0,0.0,-0.1005,3,5451,0.0062,-0.0186,0.0,0.0,0.0,0.0,1,0.0,-101.49,5.42,-407.64
43433,4,68904,0.3523,61.08,1.0,0.0,-0.2139,3,5546,-0.0075,0.3506,0.0,0.2458,0.0,2.1918,1,0.0,-100.84,5.41,-407.93
43474,4,68943,0.3526,61.41,1.0,0.0,-0.3192,3,5641,0.418,0.2904,0.0,0.461,0.0,0.308,1,0.0,-100.24,5.4,-408.2
43515,4,68982,0.3528,61.77,1.0,0.0,-0.4327,3,6127,0.9106,0.2078,0.0,0.8846,0.0,0.412,1,0.0,-99.63,5.4,-408.48
43555,4,69024,0.3531,62.49,1.0,0.0,-0.3273,3,5627,0.5319,0.8792,0.0,0.8295,4.2654,0.9444,0,0.0,-98.98,5.39,-408.79
43596,4,69063,0.3534,63.44,1.0,0.0,-0.2139,3,4609,0.7993,0.1403,0.2854,0.4514,0.0,0.9414,0,0.0,-98.36,5.38,-409.1
43636,4,69108,0.3537,63.88,1.0,0.0,-0.1005,3,4424,0.7177,0.0904,0.0205,0.1629,0.0,0.7802,0,0.0,-97.66,5.38,-409.47
43677,4,69147,0.354,64.21,1.0,0.0,-0.0041,3,4505,0.6977,0.5884,0.1036,0.0423,1.5022,1.0305,0,0.0,-97.05,5.38,-409.8
43718,4,69186,0.3543,64.67,1.0,0.0,-0.0,3,4482,0.9394,0.4985,0.0662,0.1772,1.0242,0.9079,0,0.0,-96.44,5.37,-410.14
43758,4,69231,0.3546,65.43,1.0,0.0,-0.0,3,4411,1.1105,0.6114,0.1242,0.2335,0.6871,0.6804,0,0.0,-95.74,5.37,-410.56
43799,4,69270,0.3549,66.16,1.0,0.0,-0.0,3,4446,0.8947,0.4931,0.0845,0.2016,0.441,0.4797,0,0.0,-95.14,5.37,-410.94
43840,4,69309,0.3552,66.82,1.0,0.0,-0.0,3,4513,0.6043,0.5181,0.0465,0.1658,0.4305,0.4481,0,0.0,-94.54,5.37,-411.33
43881,4,69354,0.3555,67.6,1.0,0.0,-0.0,3,4559,0.3304,0.5413,0.0159,0.1303,0.3902,0.3964,0,0.0,-93.84,5.37,-411.8
43922,4,69393,0.3558,68.43,1.0,0.0,0.0082,3,4573,0.1207,0.5688,0.0471,0.0681,0.3034,0.3087,0,0.0,-93.23,5.37,-412.22
43963,4,69432,0.3561,69.18,1.0,0.0,0.0,3,4617,0.0863,0.5253,0.0393,0.0751,0.2679,0.2772,0,0.0,-92.62,5.37,-412.64
44004,4,69474,0.3565,69.98,1.0,0.0,0.0,3,4684,0.0604,0.5384,0.0493,0.0704,0.292,0.2948,0,0.0,-91.95,5.37,-413.1
44045,4,69513,0.3568,70.79,1.0,0.0,0.0,3,4745,0.0094,0.5588,0.0563,0.0647,0.3032,0.3016,0,0.0,-91.32,5.37,-413.53
44085,4,69558,0.3571,71.56,1.0,0.0,0.0,3,4795,0.0023,0.5717,0.0623,0.0588,0.3005,0.2986,0,0.0,-90.59,5.37,-414.04
44126,4,69597,0.3574,72.41,1.0,0.0,0.0,3,4846,0.0143,0.589,0.0607,0.0582,0.2949,0.2957,0,0.0,-89.95,5.37,-414.49
44167,4,69636,0.3578,73.26,1.0,0.0,0.0,3,4902,-0.0001,0.5717,0.061,0.0587,0.2918,0.2897,0,0.0,-89.3,5.37,-414.93
44208,4,69681,0.3581,74.05,1.0,0.0,0.0,3,4964,-0.0061,0.5918,0.0619,0.0562,0.3097,0.3082,0,0.0,-88.54,5.37,-415.46
44249,4,69720,0.3585,74.92,1.0,0.0,0.0144,3,5026,-0.0031,0.5803,0.0639,0.0509,0.3195,0.3174,0,0.0,-87.88,5.37,-415.92
44290,4,69759,0.3588,75.74,1.0,0.0,0.1197,3,5076,-0.319,0.5841,0.3064,0.1946,0.3091,0.3329,0,0.0,-87.21,5.37,-416.38
44331,4,69804,0.3592,76.56,1.0,0.0,0.2331,3,5155,-0.5962,0.5305,0.5724,0.475,0.2896,0.4015,0,0.0,-86.42,5.37,-416.92
44371,4,69843,0.3595,77.28,1.0,0.0,0.306,3,5247,-0.7081,0.5028,0.8505,0.7671,0.3251,0.5199,0,0.0,-85.72,5.37,-417.38
44412,4,69882,0.3599,78.05,1.0,0.0,0.1926,3,5325,-0.8573,0.5474,0.5366,0.4135,0.3957,0.6366,0,0.0,-85.02,5.37,-417.84
44453,4,69924,0.3603,78.79,0.271,0.0,0.0792,3,5098,-0.745,0.3096,0.1998,0.0635,0.3448,0.2852,0,0.0,-84.24,5.37,-418.32
44494,4,69963,0.3606,78.71,0.0,0.0,0.0069,3,5070,-0.4677,-0.1376,0.0467,0.0868,0.3604,0.1862,0,0.0,-83.51,5.37,-418.76
44535,4,70002,0.361,78.51,0.0,0.0,0.0,3,5059,-0.4239,-0.1292,0.0656,0.0565,0.3275,0.1429,0,0.0,-82.78,5.37,-419.2
44576,4,70047,0.3614,78.31,0.0,0.0,0.0,3,5057,-0.4167,-0.1203,0.105,0.0141,0.2419,0.0608,0,0.0,-81.93,5.36,-419.7
44617,4,70086,0.3617,78.14,0.0,0.0,0.0816,3,5047,-0.4812,-0.1226,0.2284,0.1239,0.1652,0.022,0,0.0,-81.2,5.36,-420.12
44657,4,70125,0.3621,77.92,0.0,0.0,0.195,3,5030,-0.7438,-0.1521,0.4899,0.3968,0.1478,0.0428,0,0.0,-80.46,5.36,-420.53
44698,4,70170,0.3625,77.68,0.0,0.0,0.3003,3,5014,-0.8603,-0.193,0.7242,0.6462,0.1764,0.011,0,0.0,-79.61,5.37,-421.0
44739,4,70209,0.3628,77.38,0.0,0.0,0.4137,3,4994,-0.9855,-0.2235,1.0381,0.9733,0.2397,0.0611,0,0.0,-78.86,5.37,-421.39
44780,4,70254,0.3633,77.03,0.0,0.0,0.5271,3,4969,-1.1273,-0.2545,1.3906,1.351,0.3086,0.138,0,0.0,-78.0,5.37,-421.82
44820,4,70293,0.3636,76.66,0.0,0.0,0.6324,3,4944,-1.1735,-0.275,1.747,1.7437,0.3753,0.2108,0,0.0,-77.25,5.37,-422.17
44861,4,70332,0.364,76.19,0.0,0.102,0.7422,3,4893,-1.1719,-0.3624,2.233,2.3101,0.4576,0.2978,0,0.0,-76.49,5.37,-422.51
44901,4,70371,0.3643,75.55,0.0,0.11,0.6575,3,4843,-1.244,-0.4895,2.1825,2.3208,0.5305,0.3645,0,0.0,-75.73,5.37,-422.83
44942,4,70413,0.3647,74.82,0.0,0.0,0.5441,3,4813,-1.3107,-0.4011,1.7407,1.7824,0.5792,0.4247,0,0.0,-74.92,5.37,-423.15
44982,4,70452,0.365,74.37,0.0,0.0,0.4388,3,4792,-1.3164,-0.2591,1.3864,1.3298,0.6438,0.5001,0,0.0,-74.16,5.37,-423.43
45023,4,70491,0.3654,73.96,0.0,0.0,0.374,3,4760,-1.3848,-0.2065,1.0847,1.0185,0.7018,0.5523,0,0.0,-73.4,5.37,-423.68
45064,4,70536,0.3657,73.59,0.0,0.0,0.4793,3,4732,-1.4179,-0.2393,1.4139,1.3881,0.7107,0.5646,0,0.0,-72.52,5.37,-423.95
45104,4,70575,0.3661,73.14,0.0,0.0,0.5927,3,4704,-1.4619,-0.2905,1.8258,1.8392,0.7285,0.5843,0,0.0,-71.75,5.37,-424.16
45145,4,70614,0.3664,72.66,0.0,0.0,0.698,3,4677,-1.3783,-0.2992,2.2209,2.2754,0.748,0.6093,0,0.0,-70.98,5.37,-424.35
45185,4,70659,0.3668,72.17,0.0,0.0,0.7774,3,4643,-1.3107,-0.2844,2.6489,2.725,0.7642,0.6241,0,0.0,-70.1,5.37,-424.55
45226,4,70698,0.3671,71.68,0.0,0.0,0.7795,3,4608,-1.381,-0.3119,2.724,2.8003,0.7475,0.5996,0,0.0,-69.34,5.37,-424.69
45267,4,70737,0.3674,71.13,0.0,0.0,0.7426,3,4572,-1.374,-0.337,2.6727,2.727,0.7044,0.5548,0,0.0,-68.57,5.37,-424.82
45308,4,70782,0.3678,70.59,0.0,0.0,0.6292,3,4544,-1.2861,-0.305,2.2541,2.2827,0.688,0.5333,0,0.0,-67.7,5.37,-424.93
45349,4,70821,0.3681,70.15,0.0,0.0,0.6373,3,4516,-1.3581,-0.2786,2.0816,2.1194,0.6689,0.5188,0,0.0,-66.94,5.37,-425.01
45390,4,70857,0.3684,69.68,0.0,0.0,0.7507,3,4486,-1.3056,-0.283,2.4459,2.5075,0.624,0.4645,0,0.0,-66.24,5.37,-425.07
45430,4,70902,0.3688,69.22,0.0,0.0,0.7364,3,4459,-1.2636,-0.3013,2.5725,2.5875,0.5691,0.4165,0,0.0,-65.37,5.37,-425.12
45471,4,70941,0.3691,68.73,0.0,0.0,0.623,3,4429,-1.3366,-0.3098,2.1325,2.1245,0.5416,0.3798,0,0.0,-64.63,5.37,-425.14
45512,4,70980,0.3694,68.26,0.0,0.0,0.5096,3,4401,-1.2834,-0.2786,1.6444,1.6044,0.5121,0.3454,0,0.0,-63.89,5.37,-425.14
45552,4,71025,0.3697,67.9,0.0,0.0,0.5939,3,4379,-1.1985,-0.2398,1.6858,1.7094,0.4894,0.3294,0,0.0,-63.04,5.37,-425.12
45593,4,71064,0.3701,67.55,0.208,0.0,0.7073,3,4370,-1.2014,-0.2098,2.0886,2.1414,0.4733,0.3233,0,0.0,-62.3,5.36,-425.08
45634,4,71103,0.3704,67.25,0.498,0.0,0.7912,3,4397,-1.2661,-0.1886,2.4066,2.4814,0.449,0.3092,0,0.0,-61.58,5.36,-425.02
45674,4,71148,0.3707,67.24,1.0,0.0,0.7934,3,4612,-1.1285,0.1626,2.4488,2.5318,0.4633,0.7187,0,0.0,-60.74,5.35,-424.93
45715,4,71187,0.371,67.67,1.0,0.0,0.7922,3,4634,-0.9681,0.3891,2.4843,2.5788,0.5726,0.8944,0,0.0,-60.02,5.35,-424.84
45755,4,71226,0.3713,68.18,1.0,0.0,0.7907,3,4658,-1.0111,0.4134,2.5564,2.6634,0.5129,0.7508,0,0.0,-59.29,5.34,-424.73
45796,4,71265,0.3716,68.72,1.0,0.0,0.789,3,4688,-1.0643,0.3649,2.5695,2.6838,0.49,0.7156,0,0.0,-58.56,5.34,-424.6
45837,4,71307,0.372,69.21,1.0,0.0,0.7875,3,4757,-1.1178,0.3122,2.5286,2.6349,0.5018,0.7609,0,0.0,-57.71,5.33,-424.44
45877,4,71346,0.3722,69.66,1.0,0.0,0.7861,3,4819,-1.1655,0.3101,2.4773,2.6406,0.539,0.8321,0,0.0,-57.03,5.32,-424.29
45918,4,71385,0.3726,70.17,1.0,0.0,0.7846,3,4865,-1.0729,0.4043,2.4781,2.7392,0.5663,0.8736,0,0.0,-56.3,5.32,-424.11
45959,4,71430,0.3729,70.85,1.0,0.0,0.7825,3,4878,-1.1766,0.4154,2.5588,2.7031,0.5731,0.8247,0,0.0,-55.45,5.31,-423.88
46000,4,71469,0.3732,71.42,1.0,0.0,0.7807,3,4903,-1.2913,0.2256,2.5686,2.8471,0.5534,1.1403,0,0.0,-54.71,5.3,-423.66
46041,4,71514,0.3736,71.9,1.0,0.0,0.7791,3,4954,-1.4449,0.1622,2.4992,2.7586,0.5241,0.8373,0,0.0,-53.85,5.3,-423.39
46082,4,71553,0.3739,72.2,1.0,0.0,0.7782,3,4895,-1.4915,-0.0195,2.4578,0.0,0.5246,0.7941,0,0.0,-53.11,5.29,-423.13
46123,4,71592,0.3742,72.45,0.996,0.0,0.7775,3,4912,-1.4553,0.1985,2.4752,0.0,0.6258,0.995,0,0.0,-52.38,5.29,-422.86
46164,4,71637,0.3746,72.76,0.976,0.0,0.7766,3,4964,-1.6193,0.4985,2.5077,0.0,0.6411,1.007,0,0.0,-51.54,5.29,-422.52
46206,4,71676,0.3749,73.17,0.976,0.0,0.7754,3,5014,-1.2676,0.6061,2.5315,0.0,0.6232,0.9475,0,0.0,-50.81,5.28,-422.21
46246,4,71715,0.3753,73.5,0.953,0.0,0.7743,3,4899,-1.4285,0.4359,2.5351,0.0,0.5764,0.7579,0,0.0,-50.09,5.28,-421.87
46287,4,71760,0.3756,73.77,0.906,0.0,0.7735,3,4968,-1.4008,0.5016,2.5325,0.0,0.5915,0.9795,0,0.0,-49.27,5.29,-421.47
46328,4,71799,0.376,74.03,0.812,0.0,0.7727,3,4984,-1.4208,0.4638,2.5424,2.0196,0.6272,0.0,0,0.0,-48.56,5.29,-421.09
46368,4,71838,0.3763,74.21,0.714,0.0,0.7721,3,5045,-1.4559,0.4475,2.5619,2.025,0.6406,0.0,0,0.0,-47.86,5.3,-420.7
46409,4,71880,0.3766,74.44,0.686,0.0,0.7713,3,5071,-1.1781,0.0056,2.6076,0.0,0.6133,0.3284,0,0.0,-47.12,5.31,-420.25
46449,4,71919,0.377,74.67,0.694,0.0,0.7706,3,5067,-1.2195,0.0725,2.6511,2.7455,0.6079,0.7797,0,0.0,-46.43,5.31,-419.82
46489,4,71958,0.3773,74.82,0.729,0.0,0.7701,3,5095,-1.2926,0.1002,2.6138,2.6909,0.5926,0.7864,0,0.0,-45.76,5.32,-419.38
46530,4,71997,0.3776,74.93,0.745,0.0,0.7698,3,5150,-1.2343,0.1313,2.5795,2.6609,0.6305,0.9453,0,0.0,-45.09,5.33,-418.91
46570,4,72042,0.378,75.15,0.773,0.0,0.7692,3,5174,-1.1819,0.2818,2.6368,2.7245,0.6613,0.887,0,0.0,-44.34,5.34,-418.36
46611,4,72081,0.3783,75.57,0.788,0.0,0.7679,3,5131,-1.2139,0.3148,2.6896,2.7883,0.6295,0.7747,0,0.0,-43.69,5.34,-417.86
46651,4,72120,0.3787,75.91,0.784,0.0,0.7668,3,5145,-1.2245,0.2402,2.7069,2.7973,0.5778,0.7062,0,0.0,-43.05,5.35,-417.34
46691,4,72159,0.379,76.13,0.804,0.0,0.7661,3,5235,-1.2607,0.1339,2.6551,2.7323,0.6013,0.7948,0,0.0,-42.42,5.35,-416.81
46732,4,72204,0.3794,76.34,0.804,0.0,0.7655,3,5302,-1.1774,0.24,2.6293,2.6966,0.68,0.9224,0,0.0,-41.71,5.36,-416.17
46772,4,72243,0.3797,76.75,0.812,0.0,0.7643,3,5312,-1.0705,0.3794,2.6865,2.7598,0.7248,0.9382,0,0.0,-41.11,5.37,-415.61
46813,4,72282,0.38,77.25,0.827,0.0,0.7628,3,5263,-1.2098,0.4,2.7451,2.8311,0.6726,0.8096,0,0.0,-40.51,5.37,-415.03
46854,4,72324,0.3804,77.69,0.882,0.0,0.7614,3,5299,-1.248,0.2948,2.7339,2.8538,0.6135,0.7397,0,0.0,-39.83,5.37,-414.34
46895,4,72363,0.3807,78.06,1.0,0.0,0.7602,3,5413,-1.0665,0.2992,2.7226,2.8329,0.743,0.9575,0,0.0,-39.29,5.37,-413.77
46935,4,72402,0.3811,78.31,1.0,0.0,0.7595,3,5491,-1.0594,0.2867,2.7308,2.818,0.7372,0.9518,0,0.0,-38.72,5.38,-413.14
46976,4,72447,0.3815,78.62,1.0,0.0,0.7585,3,5466,-1.1735,0.2891,2.7021,2.7859,0.6891,0.8886,0,0.0,-38.08,5.38,-412.4
47016,4,72486,0.3818,78.91,1.0,0.0,0.7576,3,5416,-1.3139,0.1578,2.6831,2.7887,0.6387,0.7825,0,0.0,-37.54,5.37,-411.75
47058,4,72525,0.3821,79.22,1.0,0.0,0.7566,3,5380,-1.3501,0.147,2.6893,2.7968,0.6379,0.7329,0,0.0,-37.0,5.37,-411.08
47098,4,72570,0.3825,79.6,1.0,0.0,0.7556,3,5541,-1.186,0.4234,2.7109,2.8211,0.7229,0.9176,0,0.0,-36.41,5.38,-410.28
47138,4,72609,0.3829,80.23,1.0,0.0,0.7537,3,5575,-1.1175,0.4958,2.741,2.8562,0.736,0.9133,0,0.0,-35.9,5.38,-409.58
47179,4,72648,0.3832,80.85,1.0,0.0,0.7518,3,5604,-1.1036,0.4649,2.766,2.8875,0.723,0.8756,0,0.0,-35.4,5.38,-408.86
47220,4,72693,0.3836,81.44,1.0,0.0,0.7499,3,5682,-1.0826,0.4086,2.7525,2.8651,0.747,0.9148,0,0.0,-34.84,5.38,-408.02
47261,4,72732,0.384,81.89,1.0,0.0,0.7485,3,5709,-1.172,0.2678,2.73,2.8264,0.714,0.92,0,0.0,-34.37,5.38,-407.27
47302,4,72771,0.3844,82.19,1.0,0.0,0.7475,3,5665,-1.2108,0.2385,2.7196,2.8265,0.7029,0.7814,0,0.0,-33.91,5.38,-406.51
47343,4,72813,0.3847,82.59,1.0,0.0,0.7463,3,5722,-1.2392,0.3025,2.7283,2.8248,0.7209,0.8741,0,0.0,-33.43,5.38,-405.67
47384,4,72852,0.3851,83.11,1.0,0.0,0.7448,3,5666,-1.223,0.4271,2.7206,2.8232,0.7405,0.9342,0,0.0,-33.0,5.38,-404.89
47425,4,72897,0.3855,83.52,1.0,0.0,0.7435,3,5770,-1.1267,0.3877,2.7484,2.8664,0.77,0.9608,0,0.0,-32.52,5.38,-403.96
47466,4,72936,0.3859,84.02,1.0,0.0,0.742,3,5854,-1.1718,0.4273,2.7836,2.8908,0.7793,0.9298,0,0.0,-32.12,5.37,-403.15
47507,4,72975,0.3862,84.53,1.0,0.0,0.6557,3,5805,-1.3269,0.2931,2.5321,2.58,0.7076,0.8205,0,0.0,-31.73,5.37,-402.32
47548,4,73020,0.3867,84.86,1.0,0.0,0.5504,3,5721,-1.2892,0.2253,2.1065,2.1381,0.6869,0.8933,0,0.0,-31.3,5.37,-401.35
47589,4,73059,0.387,85.23,1.0,0.0,0.437,3,5839,-1.1527,0.4847,1.7375,1.7405,0.7901,0.9832,0,0.0,-30.95,5.37,-400.5
47630,4,73098,0.3874,85.84,1.0,0.0,0.3236,3,5962,-1.2544,0.5276,1.3671,1.3442,0.8017,0.9148,0,0.0,-30.61,5.37,-399.64
47671,4,73143,0.3878,86.52,1.0,0.0,0.2183,3,6017,-1.2391,0.5385,1.0029,0.9505,0.7911,0.9306,0,0.0,-30.24,5.37,-398.63
47712,4,73182,0.3882,87.12,1.0,0.0,0.1049,3,6053,-1.302,0.3691,0.612,0.5015,0.7774,0.8937,0,0.0,-29.94,5.37,-397.74
47753,4,73227,0.3887,87.66,1.0,0.0,0.0033,3,6054,-1.0368,0.3695,0.2723,0.145,0.758,0.8966,0,0.0,-29.6,5.38,-396.7
47793,4,73263,0.389,88.24,1.0,0.0,0.0,3,6129,-0.9831,0.5332,0.2616,0.1558,0.821,0.9063,0,0.0,-29.35,5.37,-395.85
47834,4,73302,0.3894,89.11,1.0,0.0,0.0,3,6178,-1.0489,0.6748,0.301,0.1921,0.8012,0.8569,0,0.0,-29.09,5.37,-394.93
47875,4,73347,0.3899,89.96,1.0,0.0,0.0,3,6204,-1.047,0.6542,0.2874,0.1738,0.7226,0.7561,0,0.0,-28.8,5.37,-393.85
47916,4,73386,0.3902,90.87,1.0,0.0,0.0,3,6261,-0.903,0.6467,0.2712,0.1652,0.6803,0.7037,0,0.0,-28.57,5.37,-392.9
47957,4,73425,0.3906,91.83,1.0,0.0,-0.0666,3,6275,-0.7429,0.7214,0.1403,0.023,0.6129,0.6094,0,0.0,-28.34,5.37,-391.93
47998,4,73470,0.3911,92.76,1.0,0.0,-0.1719,3,6292,-0.1452,0.6487,0.1574,0.2919,0.5299,0.4526,0,0.0,-28.1,5.37,-390.8
48038,4,73509,0.3915,93.7,1.0,0.0,-0.2853,3,6333,0.2892,0.6152,0.488,0.5998,0.4914,0.3136,0,0.0,-27.88,5.38,-389.82
48079,4,73548,0.3919,94.54,1.0,0.0,-0.2448,3,6375,0.6391,0.6083,0.5214,0.6452,0.5001,0.2665,0,0.0,-27.66,5.38,-388.82
48120,4,73593,0.3924,95.41,1.0,0.0,-0.1314,3,6480,0.7816,0.5772,0.2017,0.3377,0.5871,0.362,0,0.0,-27.39,5.38,-387.66
48161,4,73632,0.3928,96.27,1.0,0.0,-0.018,3,6603,0.5763,0.6086,0.0483,0.0928,0.6861,0.5085,0,0.0,-27.14,5.38,-386.65
48202,4,73671,0.3933,97.14,1.0,0.0,-0.0,3,6674,0.5014,0.6686,0.0389,0.0803,0.6758,0.5876,0,0.0,-26.89,5.38,-385.64
48243,4,73713,0.3937,98.12,1.0,0.0,0.0053,3,6704,0.6475,0.7017,0.0429,0.1589,0.5899,0.5625,0,0.0,-26.6,5.38,-384.54
48284,4,73752,0.3942,99.15,1.0,0.0,0.117,3,6705,0.3413,0.6946,0.2089,0.0737,0.4568,0.4871,0,0.0,-26.32,5.37,-383.51
48325,4,73797,0.3947,100.04,1.0,0.0,0.2223,3,6751,-0.1658,0.6354,0.4667,0.3494,0.3559,0.4712,0,0.0,-25.98,5.37,-382.31
48366,4,73836,0.3951,100.94,1.0,0.0,0.1737,3,6828,-0.5179,0.5647,0.4371,0.3071,0.2849,0.4916,0,0.0,-25.7,5.37,-381.26
48406,4,73875,0.3956,101.76,1.0,0.0,0.0684,3,6914,-0.5225,0.6448,0.1548,0.0186,0.3572,0.5569,0,0.0,-25.41,5.37,-380.19
48447,4,73920,0.3961,102.74,1.0,0.0,0.0003,3,6955,-0.3552,0.6799,0.0072,0.1194,0.4213,0.513,0,0.0,-25.09,5.37,-378.96
48488,4,73959,0.3965,103.76,1.0,0.0,0.0,3,6966,-0.4889,0.6815,0.1016,0.0174,0.3904,0.3926,0,0.0,-24.82,5.37,-377.87
48528,4,74001,0.397,104.66,1.0,0.0,0.0,3,7019,-0.4631,0.6391,0.1204,0.0102,0.3627,0.3416,0,0.0,-24.53,5.37,-376.69
48569,4,74040,0.3975,105.55,1.0,0.0,0.0,3,7140,-0.3466,0.5846,0.1202,0.0128,0.4106,0.4002,0,0.0,-24.26,5.38,-375.58
48610,4,74082,0.398,106.48,1.0,0.0,0.0,3,7197,-0.2988,0.6531,0.1141,0.0121,0.4108,0.4016,0,0.0,-23.98,5.38,-374.38
48651,4,74121,0.3985,107.37,1.0,0.0,0.0,3,7242,-0.2215,0.657,0.1001,0.021,0.3769,0.3668,0,0.0,-23.72,5.37,-373.25
48692,4,74160,0.399,108.38,1.0,0.0,0.0,3,7254,-0.1777,0.6901,0.0885,0.0302,0.3219,0.3102,0,0.0,-23.46,5.37,-372.11
48732,4,74199,0.3994,109.28,1.0,0.0,0.0,3,7305,-0.1346,0.6359,0.082,0.0378,0.3033,0.2927,0,0.0,-23.2,5.37,-370.96
48772,4,74244,0.4,110.11,1.0,0.0,0.0,3,7398,-0.0745,0.5966,0.0768,0.0456,0.336,0.3308,0,0.0,-22.91,5.37,-369.62
48813,4,74283,0.4005,111.03,1.0,0.0,0.0,3,7469,-0.047,0.648,0.0695,0.053,0.345,0.3427,0,0.0,-22.65,5.37,-368.45
48853,4,74322,0.401,111.99,1.0,0.0,0.0,3,7503,-0.0337,0.682,0.0649,0.0529,0.3167,0.3132,0,0.0,-22.39,5.37,-367.27
48894,4,74367,0.4016,112.91,1.0,0.0,0.0,3,7529,-0.0245,0.6484,0.0626,0.0537,0.2838,0.2813,0,0.0,-22.08,5.37,-365.9
48935,4,74406,0.4021,113.81,1.0,0.0,0.0,3,7631,-0.0122,0.5701,0.0619,0.056,0.3216,0.3191,0,0.0,-21.82,5.37,-364.7
48976,4,74445,0.4026,114.57,1.0,0.0,0.0,3,7761,0.0033,0.5745,0.0615,0.0607,0.3992,0.3988,0,0.0,-21.55,5.37,-363.49
49017,4,74487,0.4031,115.54,1.0,0.0,0.0,3,7775,-0.0041,0.7034,0.059,0.0597,0.3541,0.3537,0,0.0,-21.26,5.37,-362.18
49058,4,74526,0.4036,116.55,1.0,0.0,0.0,3,7775,-0.0071,0.6697,0.0604,0.0587,0.2775,0.2808,0,0.0,-20.99,5.37,-360.95
49098,4,74565,0.4041,117.42,1.0,0.0,0.0,3,7832,-0.012,0.6275,0.0589,0.0591,0.2786,0.2768,0,0.0,-20.72,5.37,-359.71
